Dataset,Noise_Type,Noise_Rate,Method,Causality,Time
yxguassian,instance,0.2,icd,anticausal,0:00:00.112751
yxguassian,instance,0.2,rai,causal,0:00:01.757444
yxguassian,instance,0.2,ci,causal,0:00:01.655788
yxguassian,instance,0.2,pc,anticausal,0:00:08.168403
yxguassian,instance,0.2,ges,anticausal,0:00:02.960785
yxguassian,instance,0.2,lingam,unkown,0:00:03.941256
yxguassian,instance,0.2,gies,anticausal,0:00:03.042351
yxguassian,instance,0.2,ccdr,anticausal,0:00:03.522745
yxguassian,sym,0.2,fci,anticausal,0:00:00.073753
yxguassian,sym,0.2,icd,anticausal,0:00:00.110257
yxguassian,sym,0.2,rai,causal,0:00:01.848482
yxguassian,sym,0.2,ci,causal,0:00:01.738409
yxguassian,sym,0.2,pc,anticausal,0:00:08.535003
yxguassian,sym,0.2,ges,anticausal,0:00:03.010656
yxguassian,sym,0.2,lingam,unkown,0:00:03.643616
yxguassian,sym,0.2,gies,anticausal,0:00:02.916875
yxguassian,sym,0.2,ccdr,anticausal,0:00:03.493839
yxguassian,pair,0.2,fci,anticausal,0:00:00.069384
yxguassian,pair,0.2,icd,anticausal,0:00:00.107542
yxguassian,pair,0.2,rai,causal,0:00:01.837802
yxguassian,pair,0.2,ci,causal,0:00:01.745389
yxguassian,pair,0.2,pc,anticausal,0:00:08.167220
yxguassian,pair,0.2,ges,anticausal,0:00:02.917946
yxguassian,pair,0.2,lingam,unkown,0:00:03.279798
yxguassian,pair,0.2,gies,anticausal,0:00:02.991252
yxguassian,pair,0.2,ccdr,anticausal,0:00:03.356219
yxguassian,instance,0.3,fci,anticausal,0:00:00.072325
yxguassian,instance,0.3,icd,anticausal,0:00:00.114060
yxguassian,instance,0.3,rai,causal,0:00:01.085038
yxguassian,instance,0.3,ci,causal,0:00:01.025969
yxguassian,instance,0.3,pc,anticausal,0:00:08.289278
yxguassian,instance,0.3,ges,anticausal,0:00:03.041118
yxguassian,instance,0.3,lingam,unkown,0:00:03.525239
yxguassian,instance,0.3,gies,anticausal,0:00:02.954166
yxguassian,instance,0.3,ccdr,causal,0:00:03.431112
yxguassian,sym,0.3,fci,anticausal,0:00:00.080053
yxguassian,sym,0.3,icd,anticausal,0:00:00.110573
yxguassian,sym,0.3,rai,causal,0:00:01.552345
yxguassian,sym,0.3,ci,causal,0:00:01.502031
yxguassian,sym,0.3,pc,anticausal,0:00:08.307756
yxguassian,sym,0.3,ges,anticausal,0:00:02.911852
yxguassian,sym,0.3,lingam,unkown,0:00:03.194077
yxguassian,sym,0.3,gies,anticausal,0:00:02.901209
yxguassian,sym,0.3,ccdr,causal,0:00:03.389972
yxguassian,pair,0.3,fci,anticausal,0:00:00.073744
yxguassian,pair,0.3,icd,anticausal,0:00:00.110473
yxguassian,pair,0.3,rai,causal,0:00:01.665500
yxguassian,pair,0.3,ci,causal,0:00:01.472011
yxguassian,pair,0.3,pc,anticausal,0:00:08.275260
yxguassian,pair,0.3,ges,anticausal,0:00:02.905970
yxguassian,pair,0.3,lingam,unkown,0:00:03.148625
yxguassian,pair,0.3,gies,anticausal,0:00:02.930396
yxguassian,pair,0.3,ccdr,causal,0:00:03.452781
krkp,instance,0.01,fci,anticausal,0:00:36.396820
krkp,instance,0.01,icd,anticausal,0:01:07.893580
krkp,instance,0.01,rai,anticausal,0:00:10.865610
krkp,instance,0.01,ci,causal,0:28:46.973144
krkp,instance,0.01,pc,anticausal,0:00:38.780954
krkp,instance,0.01,ges,anticausal,0:00:03.126424
krkp,instance,0.01,lingam,unkown,0:00:05.440585
krkp,instance,0.01,gies,anticausal,0:00:03.235171
krkp,instance,0.01,ccdr,causal,0:00:03.703517
krkp,sym,0.01,fci,anticausal,0:00:34.544526
krkp,sym,0.01,icd,anticausal,0:01:08.806904
krkp,sym,0.01,rai,anticausal,0:00:12.534869
krkp,sym,0.01,ci,anticausal,1:33:18.078568
krkp,sym,0.01,pc,causal,0:00:31.993932
krkp,sym,0.01,ges,anticausal,0:00:03.132823
krkp,sym,0.01,lingam,unkown,0:00:05.325605
krkp,sym,0.01,gies,anticausal,0:00:03.405683
krkp,sym,0.01,ccdr,causal,0:00:03.654276
krkp,pair,0.01,fci,anticausal,0:00:34.313860
krkp,pair,0.01,icd,anticausal,0:01:12.345518
krkp,pair,0.01,rai,anticausal,0:00:12.723500
krkp,pair,0.01,ci,anticausal,1:28:49.131172
krkp,pair,0.01,pc,causal,0:00:31.845580
krkp,pair,0.01,ges,anticausal,0:00:03.052087
krkp,pair,0.01,lingam,unkown,0:00:05.326848
krkp,pair,0.01,gies,anticausal,0:00:03.326442
krkp,pair,0.01,ccdr,causal,0:00:03.674570
krkp,instance,0.1,fci,anticausal,0:00:38.442887
krkp,instance,0.1,icd,anticausal,0:01:06.473384
krkp,instance,0.1,rai,anticausal,0:00:09.152776
krkp,instance,0.1,ci,causal,0:27:06.645755
krkp,instance,0.1,pc,anticausal,0:00:39.334203
krkp,instance,0.1,ges,anticausal,0:00:03.151695
krkp,instance,0.1,lingam,unkown,0:00:05.307381
krkp,instance,0.1,gies,anticausal,0:00:03.180232
krkp,instance,0.1,ccdr,causal,0:00:03.721604
krkp,sym,0.1,fci,anticausal,0:00:37.736277
krkp,sym,0.1,icd,anticausal,0:01:03.390981
krkp,sym,0.1,rai,anticausal,0:00:10.764106
krkp,sym,0.1,ci,causal,1:30:49.863917
krkp,sym,0.1,pc,causal,0:00:39.377709
krkp,sym,0.1,ges,anticausal,0:00:03.041064
krkp,sym,0.1,lingam,unkown,0:00:05.324139
krkp,sym,0.1,gies,anticausal,0:00:03.049962
krkp,sym,0.1,ccdr,causal,0:00:03.542187
krkp,pair,0.1,fci,anticausal,0:00:36.990860
krkp,pair,0.1,icd,anticausal,0:01:04.129022
krkp,pair,0.1,rai,anticausal,0:00:10.756382
krkp,pair,0.1,ci,causal,1:30:00.623359
krkp,pair,0.1,pc,causal,0:00:39.165829
krkp,pair,0.1,ges,anticausal,0:00:03.028814
krkp,pair,0.1,lingam,unkown,0:00:05.329167
krkp,pair,0.1,gies,anticausal,0:00:03.012077
krkp,pair,0.1,ccdr,causal,0:00:03.563947
krkp,instance,0.2,fci,anticausal,0:00:34.658652
krkp,instance,0.2,icd,anticausal,0:01:02.024382
krkp,instance,0.2,rai,anticausal,0:00:09.198301
krkp,instance,0.2,ci,causal,1:26:30.874387
krkp,instance,0.2,pc,anticausal,0:00:38.029399
krkp,instance,0.2,ges,anticausal,0:00:02.926135
krkp,instance,0.2,lingam,unkown,0:00:05.059124
krkp,instance,0.2,gies,anticausal,0:00:02.937189
krkp,instance,0.2,ccdr,unkown,0:00:03.624128
krkp,sym,0.2,fci,anticausal,0:00:34.089825
krkp,sym,0.2,icd,anticausal,0:01:04.673886
krkp,sym,0.2,rai,anticausal,0:00:09.571147
krkp,sym,0.2,ci,causal,1:28:10.488463
krkp,sym,0.2,pc,anticausal,0:00:36.885463
krkp,sym,0.2,ges,anticausal,0:00:03.018505
krkp,sym,0.2,lingam,unkown,0:00:05.152358
krkp,sym,0.2,gies,anticausal,0:00:03.093157
krkp,sym,0.2,ccdr,unkown,0:00:03.659745
krkp,pair,0.2,fci,anticausal,0:00:36.518187
krkp,pair,0.2,icd,anticausal,0:01:04.541446
krkp,pair,0.2,rai,anticausal,0:00:08.932851
krkp,pair,0.2,ci,causal,1:26:49.533495
krkp,pair,0.2,pc,anticausal,0:00:37.622567
krkp,pair,0.2,ges,anticausal,0:00:03.074219
krkp,pair,0.2,lingam,unkown,0:00:05.240621
krkp,pair,0.2,gies,anticausal,0:00:03.026822
krkp,pair,0.2,ccdr,unkown,0:00:03.535938
krkp,instance,0.3,fci,anticausal,0:00:37.608082
krkp,instance,0.3,icd,anticausal,0:01:02.524870
krkp,instance,0.3,rai,anticausal,0:00:12.158234
splice,instance,0.1,fci,anticausal,0:01:04.024989
splice,instance,0.1,icd,anticausal,0:00:41.454235
splice,instance,0.1,pc,anticausal,0:00:55.674668
splice,instance,0.1,ges,anticausal,0:00:03.715032
splice,instance,0.1,lingam,unkown,0:00:09.865716
splice,instance,0.1,gies,anticausal,0:00:03.612522
splice,instance,0.1,ccdr,anticausal,0:00:05.378951
splice,sym,0.1,pc,anticausal,0:03:13.583192
splice,sym,0.1,ges,anticausal,0:00:03.238957
splice,sym,0.1,lingam,unkown,0:00:10.548592
splice,sym,0.1,gies,anticausal,0:00:03.311342
splice,sym,0.1,ccdr,anticausal,0:00:05.068141
splice,pair,0.1,pc,anticausal,0:00:37.389177
splice,pair,0.1,ges,anticausal,0:00:03.189048
splice,pair,0.1,lingam,unkown,0:00:10.475657
splice,pair,0.1,gies,anticausal,0:00:03.723560
splice,pair,0.1,ccdr,anticausal,0:00:05.461943
splice,instance,0.1,ccdr,anticausal,0:00:05.409473
splice,sym,0.1,ccdr,anticausal,0:00:05.056404
splice,pair,0.1,ccdr,anticausal,0:00:05.224993
splice,instance,0.2,ccdr,anticausal,0:00:05.157189
splice,sym,0.2,ccdr,anticausal,0:00:05.506968
splice,pair,0.2,ccdr,anticausal,0:00:05.309261
splice,instance,0.3,ccdr,anticausal,0:00:05.449865
splice,sym,0.3,ccdr,anticausal,0:00:05.056401
splice,pair,0.3,ccdr,anticausal,0:00:05.351111
